contest, numbers
1227,"1,2,7,8,9,10,11,12,13,14,17,19,21,22,25"
1228,"1,2,3,4,6,7,9,10,12,13,17,20,22,23,24"
1229,"1,2,3,5,6,7,8,13,14,17,19,20,22,24,25"
1230,"1,2,3,5,6,7,8,10,11,12,13,17,18,19,21"
1231,"1,3,4,5,7,8,12,13,15,16,18,20,21,22,25"
1232,"2,3,5,6,9,10,13,14,15,16,19,21,23,24,25"
1233,"1,4,5,9,10,13,14,15,16,17,18,19,22,23,25"
1234,"1,2,5,8,9,10,14,16,17,18,19,20,21,24,25"
1235,"1,2,3,4,6,9,10,11,12,13,15,17,18,20,24"
1236,"1,2,3,5,6,7,9,10,11,12,13,17,19,23,25"
1237,"3,5,6,7,8,9,10,12,13,14,18,21,22,24,25"
1238,"2,3,5,7,8,9,11,13,14,15,16,17,18,21,25"
1239,"5,6,8,9,10,11,12,13,14,15,16,18,20,22,24"
1240,"1,2,3,4,5,6,9,12,13,16,18,19,20,22,24"
1241,"1,4,5,8,9,10,11,12,13,15,17,20,22,24,25"
1242,"1,2,4,5,7,11,14,15,16,19,20,21,23,24,25"
1243,"1,2,4,5,6,8,12,13,14,15,16,17,22,24,25"
1244,"1,3,5,7,9,10,11,12,13,16,17,19,21,23,25"
1245,"2,3,4,5,6,8,9,11,15,16,17,18,19,21,25"
1246,"1,4,7,8,9,10,12,13,16,17,18,19,22,24,25"
1247,"2,3,7,8,9,11,15,16,17,18,19,20,23,24,25"
1248,"1,3,5,10,11,12,13,15,16,17,19,20,22,24,25"
1249,"3,4,5,6,9,12,13,14,15,18,19,20,22,24,25"
1250,"2,3,4,5,7,9,10,14,15,17,18,19,20,24,25"
1251,"2,6,7,8,9,10,14,15,16,17,19,20,21,23,25"
1252,"1,3,4,5,6,8,9,10,11,12,15,20,21,23,24"
1253,"1,2,3,5,6,7,11,15,16,18,20,22,23,24,25"
1254,"2,3,8,9,11,12,14,15,16,17,18,20,21,22,23"
1255,"1,2,4,6,7,9,10,13,14,16,18,20,21,23,25"
1256,"1,2,6,8,10,11,12,13,14,15,16,18,19,22,23"
1257,"1,2,5,6,8,10,11,12,13,14,16,19,20,22,25"
1258,"2,3,4,5,6,8,9,10,12,13,14,20,21,23,25"
1259,"2,5,8,9,10,13,14,16,17,18,19,20,22,23,25"
1260,"1,2,3,4,5,6,7,11,14,15,17,18,20,22,24"
1261,"1,4,5,7,10,12,15,16,17,18,19,20,21,22,25"
1262,"1,3,4,6,8,11,12,13,16,17,20,21,22,23,24"
1263,"3,4,5,8,9,10,11,12,13,16,18,20,22,23,25"
1264,"1,4,5,8,10,11,12,14,17,18,21,22,23,24,25"
1265,"1,2,3,4,7,11,13,14,15,16,19,22,23,24,25"
1266,"1,2,3,5,6,8,9,10,11,13,14,15,20,23,24"
1267,"2,3,5,6,7,9,11,12,13,15,16,17,18,22,25"
1268,"1,2,3,6,7,8,11,12,13,15,17,18,21,22,24"
1269,"1,4,5,7,8,11,13,14,16,17,18,20,21,22,23"
1270,"1,2,3,4,5,6,8,9,10,11,13,20,21,23,25"
1271,"1,2,4,6,8,9,11,12,13,14,17,18,23,24,25"
1272,"1,4,7,9,10,14,15,17,18,19,20,21,23,24,25"
1273,"1,3,5,6,8,11,12,13,14,15,18,19,20,22,24"
1274,"1,3,7,8,10,11,12,13,14,15,18,19,20,22,25"
1275,"3,6,7,8,10,11,13,14,15,16,17,18,20,23,25"
1276,"1,3,5,7,10,12,14,15,16,18,19,21,22,23,24"
1277,"1,2,3,4,6,9,10,12,13,15,17,18,21,22,25"
1278,"4,6,7,9,10,12,15,16,17,18,19,20,21,22,24"
1279,"1,3,4,7,8,9,11,12,13,14,16,18,19,21,23"
1280,"1,3,4,5,7,9,11,14,15,17,19,22,23,24,25"
1281,"1,3,5,6,8,9,12,13,15,19,21,22,23,24,25"
1282,"5,6,7,9,10,11,12,14,17,19,20,21,22,23,25"
1283,"2,6,7,8,9,10,11,12,13,15,16,17,18,22,23"
1284,"2,4,5,7,8,10,11,13,16,17,18,20,22,23,25"
1285,"1,2,6,7,10,11,12,15,16,17,18,20,22,24,25"
1286,"1,3,4,5,7,10,11,12,16,17,19,20,21,23,25"
1287,"3,4,5,6,9,11,13,17,18,19,21,22,23,24,25"
1288,"1,2,5,9,10,13,15,16,17,18,19,20,23,24,25"
1289,"1,2,5,7,8,11,13,15,16,17,18,20,22,24,25"
1290,"1,3,4,5,6,11,13,14,16,19,20,21,22,23,25"
1291,"1,6,7,8,10,11,12,13,15,16,18,19,20,21,24"
1292,"1,2,3,7,8,10,11,14,15,17,19,22,23,24,25"
1293,"1,2,7,8,9,10,11,12,13,15,17,18,20,22,24"
1294,"2,5,6,7,8,10,11,12,13,14,16,18,20,23,25"
1295,"3,6,9,10,11,12,13,14,15,17,18,19,23,24,25"
1296,"5,7,9,10,11,14,15,16,17,18,19,20,21,23,25"
1297,"1,2,5,6,7,8,9,10,11,12,16,17,18,19,22"
1298,"2,3,4,6,7,9,12,17,18,20,21,22,23,24,25"
1299,"1,3,5,7,8,11,13,17,18,19,20,21,22,23,25"
1300,"2,6,7,9,10,11,12,13,14,15,18,20,23,24,25"
1301,"1,2,3,4,6,7,9,10,14,16,17,19,22,24,25"
1302,"3,4,6,9,11,12,13,14,15,16,17,18,20,22,25"
1303,"1,5,8,9,10,11,13,14,15,16,18,19,20,22,23"
1304,"1,2,3,7,8,10,11,13,14,17,18,19,20,21,25"
1305,"2,3,4,5,6,7,8,11,12,13,15,17,20,23,25"
1306,"1,2,5,6,7,9,12,13,14,15,18,19,20,22,23"
1307,"3,4,6,8,9,10,12,13,14,15,16,18,20,21,23"
1308,"3,5,6,7,8,9,11,14,16,17,19,20,22,23,25"
1309,"2,4,5,6,8,10,12,13,14,16,18,19,20,24,25"
1310,"1,2,3,4,5,7,8,10,11,15,17,18,19,21,23"
1311,"2,3,5,6,8,10,11,12,14,15,17,18,20,23,25"
1312,"1,2,4,5,6,7,9,11,13,18,19,20,23,24,25"
1313,"1,4,8,10,11,13,15,16,17,20,21,22,23,24,25"
1314,"3,5,8,9,10,11,14,15,16,18,19,21,22,24,25"
1315,"1,2,3,4,5,8,10,11,12,14,16,18,19,23,25"
1316,"1,2,3,4,5,6,11,12,15,17,19,20,23,24,25"
1317,"1,3,5,7,8,9,10,11,14,16,20,22,23,24,25"
1318,"1,2,3,4,6,7,8,9,12,13,14,15,17,20,23"
1319,"3,5,6,8,9,10,11,13,14,15,17,19,22,23,25"
1320,"2,3,4,5,9,11,12,13,15,16,17,21,22,23,25"
1321,"2,3,4,6,7,9,10,11,13,14,18,19,20,23,24"
1322,"1,2,6,7,8,9,11,13,15,16,17,18,21,24,25"
1323,"1,4,5,6,9,10,11,13,14,17,19,20,21,22,23"
1324,"1,4,5,6,7,8,10,11,13,17,18,19,21,24,25"
1325,"2,3,5,6,7,9,10,14,15,16,18,19,20,21,25"
1326,"1,3,4,6,8,9,10,17,18,19,20,21,22,24,25"
1327,"1,3,4,5,7,10,13,14,16,17,18,20,22,23,25"
1328,"2,5,6,8,9,10,13,15,16,17,21,22,23,24,25"
1329,"2,3,4,5,7,10,11,13,15,16,18,22,23,24,25"
1330,"4,5,7,10,12,13,16,17,18,19,20,22,23,24,25"
1331,"1,2,3,5,6,7,10,11,14,15,16,18,23,24,25"
1332,"1,4,5,6,8,11,12,13,14,15,16,18,20,21,24"
1333,"3,4,5,7,8,9,10,11,12,14,17,18,20,22,24"
1334,"3,4,6,7,9,10,11,13,15,16,17,18,19,21,22"
1335,"1,3,4,6,7,9,10,11,13,16,17,18,23,24,25"
1336,"6,8,9,10,11,12,13,14,15,17,18,19,20,22,24"
1337,"1,3,5,6,8,9,10,12,13,15,16,19,21,23,25"
1338,"1,2,3,4,6,7,10,11,12,13,14,15,16,17,19"
1339,"2,3,4,5,6,7,8,11,13,14,16,20,21,23,24"
1340,"1,2,4,5,7,9,10,12,13,14,16,17,18,19,22"
1341,"1,3,4,8,9,10,13,14,15,16,17,20,21,23,24"
1342,"1,2,3,5,9,10,11,12,13,15,20,21,23,24,25"
1343,"2,4,5,9,10,11,13,14,15,16,17,19,21,23,24"
1344,"2,4,6,7,8,10,11,12,13,17,18,21,23,24,25"
1345,"1,3,7,8,9,10,11,14,15,17,19,21,22,24,25"
1346,"2,3,5,7,8,10,11,14,15,18,19,20,21,23,25"
1347,"1,3,5,6,7,8,10,12,13,14,17,18,20,23,24"
1348,"1,2,6,7,8,9,10,14,15,18,20,21,22,24,25"
1349,"2,3,4,5,6,7,8,12,14,16,18,19,21,24,25"
1350,"1,5,6,8,9,11,12,13,14,16,18,19,20,21,23"
1351,"2,4,6,7,10,11,13,17,19,20,21,22,23,24,25"
1352,"6,8,10,11,12,13,14,15,16,19,20,21,23,24,25"
1353,"3,5,7,8,9,10,11,12,14,18,21,22,23,24,25"
1354,"1,2,3,5,7,9,11,12,13,14,15,18,20,21,24"
1355,"1,2,3,4,6,7,8,11,15,16,18,20,21,22,24"
1356,"3,4,6,8,9,10,11,12,13,14,15,16,17,19,20"
1357,"3,7,8,9,10,11,12,13,15,17,18,20,21,22,23"
1358,"1,2,3,4,6,8,9,13,15,17,18,19,20,22,23"
1359,"3,5,7,8,9,11,13,14,15,16,17,18,20,21,23"
1360,"1,2,3,4,5,6,8,10,11,12,14,18,20,23,24"
1361,"1,4,5,11,12,13,14,15,16,17,18,19,20,23,25"
1362,"1,3,4,6,9,10,11,12,13,16,21,22,23,24,25"
1363,"5,7,9,10,12,13,14,15,16,17,19,20,21,22,23"
1364,"1,6,9,10,11,12,13,15,16,17,18,20,22,24,25"
1365,"2,3,6,9,10,12,14,15,19,20,21,22,23,24,25"
1366,"4,8,9,10,11,12,13,14,15,16,17,21,22,24,25"
1367,"2,3,4,5,6,7,9,14,15,16,17,18,20,23,24"
1368,"5,7,8,10,11,12,14,16,18,19,20,22,23,24,25"
1369,"3,4,5,9,10,11,12,13,14,16,17,18,21,22,24"
1370,"2,4,5,7,8,11,13,14,17,18,20,21,22,24,25"
1371,"3,4,5,7,13,15,17,18,19,20,21,22,23,24,25"
1372,"1,2,3,5,7,9,10,13,15,16,17,18,21,23,25"
1373,"1,2,3,4,5,6,7,8,12,17,18,20,21,23,24"
1374,"2,3,4,5,6,9,10,14,15,16,19,20,21,23,25"
1375,"1,5,6,9,10,11,14,15,16,18,20,22,23,24,25"
1376,"1,3,4,5,6,12,13,14,15,16,18,19,20,22,24"
1377,"1,5,6,8,9,10,12,13,15,17,19,20,21,22,25"
1378,"1,2,3,6,8,10,12,13,17,19,20,21,23,24,25"
1379,"1,2,4,5,7,8,9,10,12,14,15,17,18,21,22"
1380,"3,4,5,6,8,11,12,14,15,16,17,21,22,24,25"
1381,"1,4,6,8,9,10,12,13,14,16,17,18,19,21,25"
1382,"1,6,10,12,13,14,15,16,17,18,19,20,21,22,24"
1383,"2,6,7,8,9,13,14,15,16,17,20,21,22,24,25"
1384,"3,4,6,8,9,11,12,13,15,18,19,20,22,24,25"
1385,"4,5,8,9,10,11,12,13,14,15,17,18,19,20,23"
1386,"1,2,3,4,7,9,13,16,17,18,19,21,22,24,25"
1387,"1,3,4,5,6,7,9,11,12,13,14,15,16,18,24"
1388,"1,3,5,7,8,10,11,12,15,18,19,20,21,23,25"
1389,"1,2,4,5,6,8,10,12,14,15,16,17,18,20,21"
1390,"3,5,6,7,8,11,13,14,15,16,17,18,20,21,23"
1391,"1,3,5,6,10,11,12,15,16,17,19,20,21,24,25"
1392,"1,2,3,4,8,9,14,15,16,17,18,20,21,22,25"
1393,"3,4,5,7,9,10,11,12,13,14,17,18,20,22,23"
1394,"3,4,5,6,9,10,11,14,15,16,18,19,21,22,23"
1395,"5,6,7,8,11,12,13,14,16,17,18,19,22,23,25"
1396,"3,5,6,7,10,12,13,17,18,19,20,22,23,24,25"
1397,"1,3,4,5,6,8,9,11,12,13,14,18,21,22,25"
1398,"1,4,5,6,7,8,11,14,15,16,19,20,21,24,25"
1399,"4,5,6,8,9,12,13,14,15,17,19,21,22,24,25"
1400,"1,2,3,5,6,9,10,12,16,19,21,22,23,24,25"
1401,"1,3,4,5,6,7,8,14,15,18,19,21,22,24,25"
1402,"2,3,4,5,8,9,11,12,14,15,16,19,20,21,23"
1403,"3,4,5,8,9,10,11,12,13,15,16,17,21,23,25"
1404,"1,2,3,4,8,10,11,13,15,16,18,19,21,22,25"
1405,"2,3,4,7,9,10,11,14,15,16,18,19,20,23,24"
1406,"2,3,4,5,6,9,11,13,15,19,20,21,22,24,25"
1407,"1,2,4,5,6,7,10,12,13,20,21,22,23,24,25"
1408,"1,3,5,8,10,11,12,13,14,19,21,22,23,24,25"
1409,"1,2,4,6,7,8,11,12,14,16,17,19,22,24,25"
1410,"2,3,4,5,6,7,9,10,14,15,16,17,20,21,23"
1411,"1,5,6,7,8,9,10,12,13,14,15,16,17,21,23"
1412,"5,6,7,9,11,13,15,16,18,19,21,22,23,24,25"
1413,"2,3,4,5,6,7,8,9,10,13,16,17,18,21,25"
1414,"2,3,4,5,7,9,10,11,13,14,16,17,20,21,23"
1415,"2,4,5,6,10,12,13,15,17,18,19,22,23,24,25"
1416,"3,4,5,7,8,9,10,12,14,15,17,18,19,20,24"
1417,"1,2,3,4,6,7,9,11,13,14,15,18,19,22,23"
1418,"2,4,6,9,10,11,13,14,15,17,18,20,21,22,23"
1419,"2,3,6,7,11,12,15,16,17,18,19,20,21,23,24"
1420,"1,4,6,7,8,10,13,14,15,16,17,20,22,23,25"
1421,"3,5,6,7,8,9,11,12,14,17,18,19,20,23,24"
1422,"1,4,5,7,10,11,13,14,15,16,17,19,22,23,24"
1423,"1,2,4,5,7,8,11,12,13,14,15,16,19,22,23"
1424,"2,4,5,6,8,9,10,11,13,17,18,20,21,23,25"
1425,"1,3,4,5,8,9,11,12,13,14,16,19,20,21,25"
1426,"2,3,4,7,8,10,12,14,15,16,18,22,23,24,25"
1427,"1,2,7,10,11,12,14,15,16,17,18,19,20,22,25"
